No	Mchn	EnNo		Name		Mode	IOMd	DateTime	
64662	1	00001161	          	1	0	2015/01/02  07:42
64660	1	00001052	          	1	0	2015/01/02  07:42
64661	1	00001082	          	1	0	2015/01/02  07:42
64664	1	00001159	          	1	0	2015/01/02  07:43
64665	1	00001078	          	1	0	2015/01/02  07:50
64666	1	00001162	          	1	0	2015/01/02  07:50
64667	1	00001126	          	1	0	2015/01/02  07:53
64669	1	00001083	          	1	0	2015/01/02  07:56
64671	1	00001149	          	1	0	2015/01/02  08:01
64673	1	00001077	          	1	0	2015/01/02  08:03
64672	1	00001071	          	1	0	2015/01/02  08:03
64674	1	00001137	          	1	0	2015/01/02  08:13
64678	1	00001159	          	1	0	2015/01/02  17:01
64680	1	00001161	          	1	0	2015/01/02  17:01
64676	1	00001149	          	1	0	2015/01/02  17:01
64682	1	00001137	          	1	0	2015/01/02  17:01
64677	1	00001071	          	1	0	2015/01/02  17:01
64684	1	00001162	          	1	0	2015/01/02  17:02
64685	1	00001052	          	1	0	2015/01/02  17:03
64686	1	00001126	          	1	0	2015/01/02  17:03
64688	1	00001082	          	1	0	2015/01/02  17:04
64690	1	00001145	          	1	0	2015/01/02  17:04
64692	1	00001083	          	1	0	2015/01/02  17:06
64693	1	00001078	          	1	0	2015/01/02  17:06
64694	1	00001077	          	1	0	2015/01/02  17:06
64697	1	00001073	          	1	0	2015/01/03  07:37
64699	1	00001160	          	1	0	2015/01/03  07:42
64701	1	00001145	          	1	0	2015/01/03  07:42
64703	1	00001161	          	1	0	2015/01/03  07:45
64705	1	00001162	          	1	0	2015/01/03  07:54
64706	1	00001162	          	1	0	2015/01/03  07:55
64707	1	00001126	          	1	0	2015/01/03  07:59
64709	1	00001083	          	1	0	2015/01/03  17:00
64710	1	00001126	          	1	0	2015/01/03  17:00
64712	1	00001160	          	1	0	2015/01/03  17:01
64714	1	00001162	          	1	0	2015/01/03  17:01
64715	1	00001145	          	1	0	2015/01/03  17:01
64716	1	00001073	          	1	0	2015/01/03  17:01
64718	1	00001161	          	1	0	2015/01/03  17:02
64723	1	00001160	          	1	0	2015/01/04  07:49
64720	1	00001149	          	1	0	2015/01/04  07:49
64721	1	00001143	          	1	0	2015/01/04  07:49
64722	1	00001082	          	1	0	2015/01/04  07:49
64724	1	00001078	          	1	0	2015/01/04  07:50
64728	1	00001143	          	1	0	2015/01/04  17:04
64729	1	00001149	          	1	0	2015/01/04  17:04
64726	1	00001160	          	1	0	2015/01/04  17:04
64727	1	00001071	          	1	0	2015/01/04  17:04
64732	1	00001082	          	1	0	2015/01/04  17:05
64733	1	00000020	          	1	0	2015/01/05  06:16
64734	1	00000115	          	1	0	2015/01/05  06:17
64735	1	00000166	          	1	0	2015/01/05  06:26
64736	1	00000017	          	1	0	2015/01/05  06:26
64737	1	00000016	          	1	0	2015/01/05  06:31
64738	1	00000071	          	1	0	2015/01/05  06:38
64740	1	00000189	          	1	0	2015/01/05  06:56
64741	1	00001159	          	1	0	2015/01/05  07:05
